1,111,152,461.858
1,183,113,344.641
1,123,113,932.605
1,123,133,722.814
1,123,183,171.225
1,123,193,134.744
1,182,163,764.577
1,182,153,801.082
1,131,112,869.639
1,131,191,906.13
1,131,172,41.93
1,181,191,407.62
1,181,171,617.274
1,132,151,449.659
1,132,161,276.221
1,173,192,554.581
1,183,123,171.236
1,183,142,776.826
1,122,151,486.202
1,122,141,659.639
1,112,141,696.182
1,193,142,671.82
1,193,152,566.859
1,193,123,134.708
1,113,123,932.791
1,113,173,381.174
1,113,183,344.677
1,173,113,381.185
1,192,173,554.617
1,121,162,251.894
1,121,191,1079.573
1,121,172,146.926
1,191,181,407.434
1,191,121,1079.537
1,191,131,906.141
1,191,112,197.784
1,192,163,591.124
1,133,123,722.628
1,133,143,512.752
1,172,153,974.555
1,162,143,1184.558
1,162,121,251.907
1,162,111,356.879
1,151,122,486.19
1,151,161,1037.375
1,151,132,449.695
1,161,142,239.696
1,143,153,302.651
1,161,171,827.369
1,161,132,276.21
1,152,111,461.872
1,152,193,566.846
1,152,171,29.669
1,153,172,974.519
1,153,182,801.093
1,153,163,92.573
1,161,151,1037.19
1,112,191,197.598
1,143,172,1011.071
1,143,133,512.566
1,172,143,1011.06
1,172,131,41.943
1,172,121,146.913
1,141,112,696.17
1,141,122,659.675
1,171,161,827.183
1,171,181,617.461
1,143,162,1184.522
1,171,152,29.705
1,142,161,239.66
1,142,171,66.237
1,142,183,776.813
1,142,193,671.833
1,163,182,764.541
1,163,192,591.135
1,163,153,92.387
1,171,142,66.226
1,112,131,869.603
1,153,143,302.465
1,111,162,356.892
2,153,143,302.465
2,191,181,407.434
2,142,161,239.66
2,111,152,461.858
2,153,163,92.573
2,153,182,801.093
2,132,183,824.475
2,142,171,66.237
2,142,183,776.813
2,132,161,276.221
2,153,172,974.519
2,142,193,671.833
2,131,191,906.13
2,132,151,449.659
2,121,172,146.926
2,121,191,1079.573
2,121,162,251.894
2,163,182,764.541
2,163,192,591.135
2,163,153,92.387
2,143,133,512.566
2,143,162,1184.522
2,143,172,1011.071
2,143,153,302.651
2,191,121,1079.537
2,191,131,906.141
2,191,112,197.784
2,171,142,66.226
2,131,112,869.639
2,173,192,554.581
2,173,113,381.185
2,182,153,801.082
2,182,163,764.577
2,133,123,722.628
2,133,143,512.752
2,123,193,134.744
2,123,183,171.225
2,123,133,722.814
2,123,113,932.605
2,192,163,591.124
2,172,153,974.555
2,172,121,146.913
2,183,113,344.641
2,183,123,171.236
2,183,142,776.826
2,183,132,824.449
2,141,112,696.17
2,141,122,659.675
2,122,151,486.202
2,122,141,659.639
2,171,161,827.183
2,171,181,617.461
2,172,143,1011.06
2,192,173,554.617
2,121,181,1083.02
2,193,152,566.859
2,112,131,869.603
2,151,122,486.19
2,181,191,407.62
2,162,111,356.879
2,152,111,461.872
2,151,132,449.695
2,162,121,251.907
2,161,132,276.21
2,112,191,197.598
2,162,143,1184.558
2,161,142,239.696
2,113,123,932.791
2,181,121,1083.043
2,193,123,134.708
2,152,193,566.846
2,113,173,381.174
2,192,113,1135.933
2,193,142,671.82
2,181,171,617.274
2,161,151,1037.19
2,113,192,1135.561
2,111,162,356.892
2,151,161,1037.375
2,113,183,344.677
3,183,113,344.641
3,183,132,824.449
3,112,141,696.182
3,112,191,197.598
3,141,122,659.675
3,112,131,869.603
3,183,142,776.826
3,172,121,146.913
3,183,123,171.236
3,141,112,696.17
3,123,113,932.605
3,172,143,1011.06
3,131,112,869.639
3,173,192,554.581
3,173,113,381.185
3,161,151,1037.19
3,182,153,801.082
3,182,163,764.577
3,161,171,827.369
3,152,111,461.872
3,133,123,722.628
3,133,143,512.752
3,123,193,134.744
3,123,183,171.225
3,161,142,239.696
3,123,133,722.814
3,141,151,1136.13
3,172,153,974.555
3,111,162,356.892
3,122,151,486.202
3,192,163,591.124
3,122,141,659.639
3,142,193,671.833
3,121,181,1083.02
3,162,143,1184.558
3,121,172,146.926
3,152,193,566.846
3,121,191,1079.573
3,121,162,251.894
3,113,123,932.791
3,162,121,251.907
3,163,182,764.541
3,113,173,381.174
3,113,183,344.677
3,143,133,512.566
3,143,162,1184.522
3,113,192,1135.561
3,143,172,1011.071
3,192,113,1135.933
3,143,153,302.651
3,163,192,591.135
3,193,142,671.82
3,153,172,974.519
3,162,111,356.879
3,171,161,827.183
3,193,152,566.859
3,171,181,617.461
3,192,173,554.617
3,193,123,134.708
3,191,112,197.784
3,191,131,906.141
3,151,141,1135.758
3,142,183,776.813
3,191,121,1079.537
3,191,181,407.434
3,142,161,239.66
3,153,143,302.465
3,151,161,1037.375
3,111,152,461.858
3,151,122,486.19
3,153,182,801.093
3,111,181,1219.936
3,151,132,449.695
3,131,191,906.13
3,161,132,276.21
3,132,151,449.659
3,181,191,407.62
3,132,161,276.221
3,181,111,1219.865
3,132,183,824.475
4,153,182,801.093
